"subject" "activity_label" "activity" "TimeBodyAccelerometerMean...X" "TimeBodyAccelerometerMean...Y" "TimeBodyAccelerometerMean...Z" "TimeBodyAccelerometerSTD...X" "TimeBodyAccelerometerSTD...Y" "TimeBodyAccelerometerSTD...Z" "TimeGravityAccelerometerMean...X" "TimeGravityAccelerometerMean...Y" "TimeGravityAccelerometerMean...Z" "TimeGravityAccelerometerSTD...X" "TimeGravityAccelerometerSTD...Y" "TimeGravityAccelerometerSTD...Z" "TimeBodyAccelerometerJerkMean...X" "TimeBodyAccelerometerJerkMean...Y" "TimeBodyAccelerometerJerkMean...Z" "TimeBodyAccelerometerJerkSTD...X" "TimeBodyAccelerometerJerkSTD...Y" "TimeBodyAccelerometerJerkSTD...Z" "TimeBodyGyroscopeMean...X" "TimeBodyGyroscopeMean...Y" "TimeBodyGyroscopeMean...Z" "TimeBodyGyroscopeSTD...X" "TimeBodyGyroscopeSTD...Y" "TimeBodyGyroscopeSTD...Z" "TimeBodyGyroscopeJerkMean...X" "TimeBodyGyroscopeJerkMean...Y" "TimeBodyGyroscopeJerkMean...Z" "TimeBodyGyroscopeJerkSTD...X" "TimeBodyGyroscopeJerkSTD...Y" "TimeBodyGyroscopeJerkSTD...Z" "TimeBodyAccelerometerMagnitudeMean.." "TimeBodyAccelerometerMagnitudeSTD.." "TimeGravityAccelerometerMagnitudeMean.." "TimeGravityAccelerometerMagnitudeSTD.." "TimeBodyAccelerometerJerkMagnitudeMean.." "TimeBodyAccelerometerJerkMagnitudeSTD.." "TimeBodyGyroscopeMagnitudeMean.." "TimeBodyGyroscopeMagnitudeSTD.." "TimeBodyGyroscopeJerkMagnitudeMean.." "TimeBodyGyroscopeJerkMagnitudeSTD.." "FrequencyBodyAccelerometerMean...X" "FrequencyBodyAccelerometerMean...Y" "FrequencyBodyAccelerometerMean...Z" "FrequencyBodyAccelerometerSTD...X" "FrequencyBodyAccelerometerSTD...Y" "FrequencyBodyAccelerometerSTD...Z" "FrequencyBodyAccelerometerMeanFreq...X" "FrequencyBodyAccelerometerMeanFreq...Y" "FrequencyBodyAccelerometerMeanFreq...Z" "FrequencyBodyAccelerometerJerkMean...X" "FrequencyBodyAccelerometerJerkMean...Y" "FrequencyBodyAccelerometerJerkMean...Z" "FrequencyBodyAccelerometerJerkSTD...X" "FrequencyBodyAccelerometerJerkSTD...Y" "FrequencyBodyAccelerometerJerkSTD...Z" "FrequencyBodyAccelerometerJerkMeanFreq...X" "FrequencyBodyAccelerometerJerkMeanFreq...Y" "FrequencyBodyAccelerometerJerkMeanFreq...Z" "FrequencyBodyGyroscopeMean...X" "FrequencyBodyGyroscopeMean...Y" "FrequencyBodyGyroscopeMean...Z" "FrequencyBodyGyroscopeSTD...X" "FrequencyBodyGyroscopeSTD...Y" "FrequencyBodyGyroscopeSTD...Z" "FrequencyBodyGyroscopeMeanFreq...X" "FrequencyBodyGyroscopeMeanFreq...Y" "FrequencyBodyGyroscopeMeanFreq...Z" "FrequencyBodyAccelerometerMagnitudeMean.." "FrequencyBodyAccelerometerMagnitudeSTD.." "FrequencyBodyAccelerometerMagnitudeMeanFreq.." "FrequencyBodyAccelerometerJerkMagnitudeMean.." "FrequencyBodyAccelerometerJerkMagnitudeSTD.." "FrequencyBodyAccelerometerJerkMagnitudeMeanFreq.." "FrequencyBodyGyroscopeMagnitudeMean.." "FrequencyBodyGyroscopeMagnitudeSTD.." "FrequencyBodyGyroscopeMagnitudeMeanFreq.." "FrequencyBodyGyroscopeJerkMagnitudeMean.." "FrequencyBodyGyroscopeJerkMagnitudeSTD.." "FrequencyBodyGyroscopeJerkMagnitudeMeanFreq.."
22 "STANDING" 5 2.91168677317073 7036.52032520325 6876.91869918699 7296.76422764228 7772.50406504065 5576.12195121951 6403.81300813008 6590.52845528455 6486.75609756098 6478.05691056911 7050.39024390244 7307.14634146341 -5.11673715121951 6535.25203252032 6446.86178861789 6651.61788617886 6773.47154471545 6164.94308943089 6613.53658536585 6786.25203252032 6914.32520325203 6670.86178861789 6705.11382113821 6763.85365853659 2.68636792276423 6368.11382113821 6964.57723577236 6143.86178861789 6975.43902439024 6291.9756097561 6385.24390243902 6549.63414634146 7381.27642276423 6363.47154471545 6424.29268292683 7088.43902439024 0.0354112950146342 -0.69845853495935 6555.43902439024 6525.77235772358 6880.81300813008 6302.32520325203 6784.65853658537 6679.12195121951 6168.11382113821 0.768258152845528 7583.61788617886 6915.27642276423 6403.64227642276 4787.23577235772 5927.31707317073 6532.0325203252 5879.34146341463 5923.70731707317 6007.82926829268 6356.31707317073 7739.55284552846 6437.18699186992 5470.62601626016 5448.18699186992 5541.22764227642 6227.13821138211 6097.46341463415 6098.62601626016 6061.62601626016 6338.69105691057 5504.19512195122 4434.08943089431 5003.17886178862 -9.53468644227642 5880.74796747968 5517.57723577236 5729.50406504065 -9.46729329837398 5643.85365853659 6660.34959349593 5679.59349593496 0.76344551300813 6579.14634146341
23 "STANDING" 5 2.79019838172043 6677.02688172043 6573.88709677419 6503.24193548387 6782.69623655914 7653.92204301075 6711.75806451613 6764.1935483871 6557.94086021505 6756.36559139785 6600.89784946237 6773.22849462366 -4.45405642123656 6367.83064516129 6708.29569892473 7038.76344086022 6745.43010752688 6478.9435483871 6843.94623655914 6565.09677419355 6636.90591397849 6809.84946236559 6425.90591397849 6606.12903225806 2.33392393360215 6557.27419354839 6734.93010752688 6780.00537634409 6349.41935483871 6890.68279569892 6495.9623655914 6640.13440860215 6041.97043010753 6747.81989247312 6482.93817204301 6631.63172043011 0.0540742512 -1.24938703172043 6720.9435483871 6725.19892473118 6489.70698924731 6628.82795698925 6557.57795698925 6630.97580645161 6189.63709677419 0.689267993787527 6338.37365591398 6392.0564516129 6565.41397849462 4280.2876344086 6022.8252688172 6456.90053763441 6897.45430107527 6754.21505376344 6590.79301075269 6409.77419354839 7047.3252688172 6607.46774193548 5102.0752688172 5366.56451612903 5770.1935483871 6418.62634408602 6912.20967741936 6664.98655913978 6395.90860215054 7239.80107526882 6847.70698924731 4030.69623655914 5091.65591397849 -8.53450010591398 6008.51612903226 5817.16935483871 6261.90860215054 -9.66401292580645 6316.11290322581 6557.68010752688 6560.61827956989 0.798660887584677 6634.9811827957
25 "STANDING" 5 2.71599448850856 6880.32762836186 6562.31295843521 6404.88508557457 5164.85574572127 5851.41075794621 6691.804400978 6648.86797066015 6672.41809290954 6239.03667481663 6532.37163814181 6100.69193154034 -5.69218021369193 6956.62591687042 6518.21271393643 5911.0097799511 6364.67726161369 6519.8337408313 6726.54767726161 6637.79217603912 6673.41075794621 6725.83863080685 6647.53056234719 6537.9706601467 2.65852270709046 6283.63325183374 6817.82151589242 6343.16381418093 6761.9902200489 6858.21760391198 6694.0684596577 6588.55990220049 6534.34718826406 6424.27628361858 6627.10268948655 5934.78484107579 -0.00361581928452323 0.272694731295844 6619.49144254279 6597.22249388753 6477.98533007335 6619.1271393643 6624.39364303178 6487.53056234719 6331.0195599022 0.872776184449878 6097.88753056235 6305.44987775061 6269.10268948655 4549.35452322738 5993.41564792176 6317.9804400978 6147.90953545232 6229.74327628362 6268.27628361858 6195.76528117359 6058.68215158924 6570.71882640587 5347.33251833741 5487.36919315403 5891.63325183374 6389.90709046455 6229.29584352078 6361.8533007335 6259.17848410758 6539.55012224939 6314.14425427873 4128.74572127139 4918.15403422983 -9.88290540904645 6548.36185819071 6634.38141809291 6557.32273838631 -9.82860567872861 6729.76039119804 6561.45721271394 6356.23227383863 0.896502557579462 6539.46454767726
26 "STANDING" 5 2.75861841096939 6522.53571428571 6271.48979591837 6539.00510204082 6415.0943877551 7003.73979591837 6607.35714285714 6632.89795918367 6408.43367346939 6796.09693877551 6111.69897959184 6830.33928571429 -4.17922544387755 6242.23724489796 6029.42091836735 6418.23469387755 6889.49234693878 6768.17857142857 6598.80357142857 6586.4387755102 6631.22193877551 6579.10714285714 6696.25 6726.51785714286 2.10366351403061 6911.74234693878 6509.51530612245 6826.80612244898 6217.56887755102 6774.81887755102 6484.90816326531 6480.29081632653 6665.53826530612 6744.06887755102 6598.05867346939 6819.4693877551 0.0847162324253316 -0.915727066071429 6504.51275510204 6646.41836734694 6665.1556122449 6491.42091836735 6738.27806122449 6553.79591836735 6859.20663265306 0.818279112908163 7192.23724489796 6661.72448979592 6391.14795918367 4497.23469387755 6213.49489795918 6878.78316326531 6860.60459183673 6910.40051020408 6844.52806122449 6693.24234693878 6405.17091836735 6482.27040816327 5161.77040816327 5290.0943877551 5780.73469387755 6726.53826530612 6870.65306122449 6792.10204081633 6959.27551020408 6836.97193877551 6390.49744897959 3698.69897959184 4403.14795918367 -9.7526550872449 5964.61479591837 6334.95408163265 6407.59693877551 -9.76463546352041 6737.78571428571 6843.08418367347 7058.72193877551 0.831846130127551 6615.89285714286
27 "STANDING" 5 2.75223067435897 5225.69230769231 5220.37179487179 7203 7035.69230769231 7111.15384615385 6833.97435897436 6670.79487179487 6580.65384615385 7390.14102564103 8322.5 6672.66666666667 -4.57683406410256 6437.89743589744 6166.39743589744 6549.69230769231 7098.23076923077 7748 6654.19230769231 6641.38461538462 6766.52564102564 6370.03846153846 6533.41025641026 6623.67948717949 -0.316556430769231 8322.89743589744 6158.17948717949 8019.12820512821 5572.37179487179 7610.5 6399.51282051282 6526.38461538462 7136.88461538462 6617.92307692308 5824.75641025641 7041.62820512821 0.174821454707692 -2.23568281666667 6186.9358974359 6551.78205128205 6489.21794871795 6741.02564102564 6454.9358974359 6826.42307692308 8694.02564102564 0.993732153205128 8211 6727.03846153846 6241.61538461538 3333.32051282051 6559.70512820513 7366.62820512821 8256.67948717949 8539.70512820513 8713.14102564103 8005.83333333333 7847.62820512821 6309.19230769231 5050.25641025641 4790.32051282051 5849.91025641026 7318.33333333333 8437.78205128205 8587.08974358974 8583.37179487179 8182.24358974359 8039.14102564103 2875.57692307692 3467.34615384615 -9.9980579025641 8064.20512820513 7849.58974358974 8041.66666666667 -9.99124147435897 8096.79487179487 6202.11538461538 8463.42307692308 0.997211162435897 6602.10256410256
20 "LAYING" 6 2.76788237179487 1502.75641025641 1539.60897435897 1688.63461538462 2177.55769230769 1084.8141025641 1396.57692307692 1534.07051282051 1470.80769230769 1541.54487179487 1783.03846153846 1685.92307692308 -4.31335154166667 1212.28846153846 1626.87820512821 1522.72435897436 1420.69230769231 1414.46153846154 1410.69871794872 1508.36538461538 1484.0641025641 1372.80128205128 1456.14102564103 1662.67948717949 2.81254143782051 1411.03205128205 1162.25 1437.88461538462 1530.60897435897 1702.17948717949 1458.35256410256 1493.80128205128 1914.28205128205 1620.72435897436 1408.35897435897 1920.71794871795 0.00959049507307692 0.0545029724358974 1462.45512820513 1372.26282051282 1467.37820512821 1506.33333333333 1414.1858974359 1515.80769230769 1371.65384615385 0.65307636871282 2261.76923076923 1485.20512820513 1511.71153846154 1259.79487179487 1552.98076923077 1510.60256410256 1531.01923076923 1539.63461538462 1499.07051282051 1328.53846153846 1674.40384615385 1556.74358974359 1411.69230769231 1352.20512820513 1466.07692307692 1514.20512820513 1470.47435897436 1520.01923076923 1510.08333333333 1734.88461538462 2164.77564102564 1377.25 1367.71153846154 -9.11591295320513 1151.61538461538 1243.96794871795 1374.46153846154 -9.17952876282051 1298.79487179487 1484.48717948718 1470.82692307692 0.766145329096154 1344.77564102564
24 "LAYING" 6 2.77638042887139 1447.35170603675 1504.38057742782 1453.37532808399 1328.24146981627 1407.28083989501 1500.45669291339 1444.70341207349 1547.36745406824 1442.55643044619 1503.2467191601 1520.15223097113 -4.14390777506562 1246.69816272966 1586.59317585302 1464.7532808399 1355.30708661417 1502.40157480315 1474.46456692913 1503.79265091864 1450.79527559055 1482.33333333333 1509.48818897638 1436.82939632546 2.54890636535433 1396.89238845144 1503.51443569554 1663.68503937008 1401.18372703412 1433.62467191601 1499.30183727034 1506.14173228346 1386.37007874016 1503.1312335958 1499.84251968504 1316.05774278215 -0.0151530167583701 -0.00667647007874016 1433.72440944882 1439.92650918635 1460.50656167979 1471.2467191601 1450.9501312336 1436.61679790026 1521.35958005249 0.788997850813648 1504.86089238845 1393.26771653543 1452.03412073491 1353.85826771654 1542.59580052493 1411.83989501312 1528.88976377953 1508.43569553806 1534.90551181102 1283.79527559055 1290.94488188976 1467.75853018373 1393.64041994751 1370.47769028871 1519.97112860892 1439.66141732283 1541.55643044619 1550.30446194226 1538.88976377953 1398.01312335958 1450.69553805774 1311.39632545932 1361.36220472441 -9.7281396519685 1397.36220472441 1495.12598425197 1624.90551181102 -9.82336919370079 1631.43569553806 1472.46194225722 1513.92913385827 0.868853740183727 1421.37532808399
27 "LAYING" 6 2.77798919328859 6292.65100671141 6406.89597315436 6338.64429530201 5868.9932885906 6369.94966442953 6568.03355704698 6701.09060402685 6728.70805369128 6651.21812080537 6462.89261744966 6519.30201342282 -4.47107018489933 6364.27516778523 6543.24496644295 6793.72818791946 6788.97315436242 6408.98322147651 6668.24832214765 6474.46308724832 6628.9932885906 6817.71140939597 6735.69463087248 6705.59060402685 1.56804127785235 6907.95637583893 6860.53355704698 6458.81208053691 6172.43288590604 6104.51677852349 6710.59060402685 6474.41610738255 6054.92953020134 6625.05369127517 6559.79865771812 6597.81543624161 0.0714909379093624 -1.03815038187919 6502.94630872483 6624.78187919463 6540.09395973154 6772.19463087248 6558.61073825503 6517.06711409396 6796.75503355705 0.796244747537248 6619.90268456376 6660.22818791946 6396.28523489933 4435.78859060403 6146.01677852349 6808.44966442953 6595.70805369128 6556.30872483221 6561.96979865772 6865.55033557047 6249.27516778523 6610.19463087248 5267.02348993289 5339.34899328859 5789.09395973154 6636.69463087248 6585.29530201342 6457.91610738255 6732.65100671141 6431.8255033557 6225.36577181208 3924.76510067114 4787.71140939597 -9.60469140838926 6075.04026845638 5919.29530201342 6054.81543624161 -9.77239915704698 6160.26845637584 6540.59060402685 6945.06040268456 0.835994026036913 6558.46644295302
28 "LAYING" 6 2.77532554764398 6529.95811518325 6668.39790575916 6426.18062827225 5672.98429319372 5935.84554973822 6830.97643979058 6625.07068062827 6785.32460732984 6411.00523560209 5901.71989528796 6453.46335078534 -5.27622866125654 6941.5445026178 7517.24345549738 6735.00523560209 6185.56544502618 6806.69895287958 6639.14136125654 6519.03926701571 6566.28272251309 6592.66492146597 6672.64397905759 6809.49214659686 2.80906965366492 6441.41623036649 6843.73821989529 6368.10209424084 7055.05235602094 6517.7722513089 6375.16753926702 6605.87958115183 6145.66753926702 6444.92146596859 6701.81937172775 6449.42670157068 0.0577713161180628 -0.502502034816754 6757.02356020942 6564.61518324607 6445.30104712042 6614.67539267016 6774.1387434555 6528.90052356021 6161.65706806283 0.805738383010471 6289.99738219895 6626.46335078534 6512.80890052356 4668.84293193717 6080.32722513089 6068.88743455497 6375.59947643979 6470.3664921466 6415.69371727749 6186.79581151832 5986.35863874346 6434.62041884817 5448.53926701571 5384.97120418848 5755.78534031414 6320.37958115183 6339.41884816754 6529.25130890052 6443.24607329843 6274.53926701571 6143.60994764398 4229.82460732984 5085.51832460733 -9.64752825026178 6059.26439790576 6177.48167539267 6213.15445026178 -9.75387549712042 6229.53664921466 6559.22513089005 6150.06544502618 0.848575316400524 6532.15445026178
29 "LAYING" 6 2.86506888895349 6295.59011627907 6126.1976744186 6741.59302325581 6627.30813953488 7210.18604651163 6499.22674418605 6772.54069767442 6913.58720930233 6905.18604651163 6216.43604651163 6914.02906976744 -5.0603533497093 6595.27034883721 5814.15406976744 6069.17151162791 7078.40697674419 6720.84302325581 6535.92151162791 6644.02034883721 6435.86046511628 6448.88953488372 6505.13953488372 6787.91860465116 0.693042909883721 6907.28779069767 6630.31395348837 6288.37209302326 6255.63081395349 6847.98255813954 6447.4476744186 6715.97674418605 6998.89534883721 6562.95930232558 6555.21220930233 6867.625 0.0939323426265116 -0.401407960465116 6595.54941860465 6613.68895348837 6712.5 6601.02034883721 6493.75 6593.14825581395 7388.05523255814 0.840156364186047 7080.98255813954 6604.49127906977 6705.68023255814 4249.83720930233 6199.43604651163 6989.92151162791 6877.93604651163 6874.84302325581 6864.39244186046 6927.52325581395 7076.29360465116 6787.68313953488 5129.05523255814 5050.85755813954 5680.57848837209 6886.56395348837 6999.63662790698 6775.43895348837 7191.23837209302 7294.33430232558 6463.47093023256 3651.21802325581 4399.93023255814 -9.69889231395349 6571.38662790698 6502.37209302326 6269.66569767442 -9.76834691773256 6838.9738372093 6489.8488372093 7229.23546511628 0.798487957238372 6661.26453488372
30 "LAYING" 6 2.74895000704961 6744.53263707572 6800.55874673629 6565.01305483029 5694.22193211488 6467.54308093995 6530.85378590078 6507.89033942559 6646.00522193212 6448.91906005222 6831.46997389034 7019.1044386423 -5.44700118067885 6837.95300261097 6530.59007832898 5625.07049608355 5908.13315926893 6495.69712793734 6543.67101827676 6564.69973890339 6687.31592689295 6658.70234986945 6694.64751958225 6597.55091383812 2.49490452480418 6313.1044386423 6810.87206266319 6221.72323759791 6879.18798955614 6259.00783289817 6663.12793733681 6643.66840731071 6134.05221932115 6540.66579634465 6847.89817232376 6150.22193211488 0.0246006219916005 0.0348148156657963 6620.86945169713 6620.66840731071 6519.31853785901 6762.02349869452 6825.82506527415 6499.68668407311 6509.24804177546 0.810398514673629 6088.07310704961 6604.66318537859 6426.50130548303 4628.2454308094 6058.66318537859 6442.45430809399 6410.70757180157 6391.93211488251 6275.19321148825 6011.94778067885 5865.98955613577 6780.2454308094 5336.82506527415 5253.45953002611 5854.20626631854 6312.94255874674 6361.67362924282 6402.51958224543 6337.63446475196 5935.22454308094 5953.18276762402 4053.25065274151 4813.19060052219 -9.54003065274151 6202.99477806788 6023.61879895561 6211.87989556136 -9.68784075770235 5858.38903394256 6505.36031331593 6514.63446475196 0.839012853681462 6538.87467362924
